dataset_id,library_id,sample_id,rna_assay,tcr_assay,tcr_scope,active,notes
GSE161918,GSM4929162,GSM4929162,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929163,GSM4929163,10x (unspecified),none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929164,GSM4929164,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929165,GSM4929165,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929166,GSM4929166,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929167,GSM4929167,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929168,GSM4929168,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929169,GSM4929169,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929170,GSM4929170,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929171,GSM4929171,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929172,GSM4929172,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929173,GSM4929173,10x (unspecified),none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929174,GSM4929174,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929175,GSM4929175,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929176,GSM4929176,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929177,GSM4929177,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929178,GSM4929178,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929179,GSM4929179,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929180,GSM4929180,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929181,GSM4929181,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929182,GSM4929182,10x 5',none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
GSE161918,GSM4929183,GSM4929183,10x (unspecified),none,none,true,Peripheral Blood Mononuclear Cells; molecule: Cell Surface Protein Tag reads from mulitmodal scRNAseq
